MGYS00005807	ERP127759	ERP127759
MGYS00003553	ERP108241	ERP108241
MGYS00003548	ERP108276	ERP108276
MGYS00002014	ERP104068	ERP104068
MGYS00004857	ERP112174	ERP112174
MGYS00000724	SRP017461
MGYS00004723	ERP114679
MGYS00003668	ERP112697
MGYS00006082	ERP137197	ERP137197
MGYS00004163	SRP048917
MGYS00002490	SRP090782	SRP090782
MGYS00001161	SRP008742
MGYS00005671	ERP125089	ERP125089
MGYS00002885	SRP149966
MGYS00001360	ERP009145
MGYS00002371	DRP000490
MGYS00005228	ERP003513	ERP003513
MGYS00006505	SRP154991
MGYS00002001	ERP104991	ERP104991
MGYS00002249	SRP038908
MGYS00001222	ERP017060
MGYS00005544	SRP044276
MGYS00006504	SRP153115
MGYS00005366	ERP108938	ERP108938	ERP108938	ERP108938
MGYS00003478	ERP108251	ERP108251
MGYS00004292	SRP100547	SRP100547
MGYS00003236	ERP108121	ERP108121
MGYS00000438	ERP009108
MGYS00002030	ERP104190	ERP104190	ERP104190	ERP104190
MGYS00003354	ERP108740	ERP108740
MGYS00001442	ERP021080
MGYS00002219	SRP097643
MGYS00005769	ERP126430	ERP126430
MGYS00001912	ERP024324
MGYS00005941	ERP132870	ERP132870
MGYS00005084	ERP116039	ERP116039
MGYS00001893	ERP018622
MGYS00005111	ERP112711
MGYS00000370	ERP005584
MGYS00000479	ERP010193
MGYS00001299	SRP022894
MGYS00004375	SRP051591
MGYS00002233	SRP112540	SRP112540
MGYS00002703	ERP110270	ERP110270
MGYS00003394	ERP111176	ERP111176
MGYS00000867	SRP032419
MGYS00006402	SRP367425
MGYS00000387	ERP005594
MGYS00001916	ERP024578
MGYS00000382	SRP039390
MGYS00004536	SRP156106
MGYS00001267	ERP014408
MGYS00005005	ERP112576	ERP112576
MGYS00003563	ERP108195	ERP108195
MGYS00004449	SRP092135	SRP092135
MGYS00006509	SRP173779
MGYS00001488	ERP012677
MGYS00000299	ERP001224
MGYS00000662	SRP064495
MGYS00004966	ERP112653	ERP112653
MGYS00001622	ERP012868
MGYS00004251	SRP021843
MGYS00005714	ERP024120
MGYS00004148	DRP003784
MGYS00000824	SRP029429
MGYS00002328	ERP106345	ERP106345	ERP106345	ERP106345
MGYS00000751	SRP019920
MGYS00001507	ERP013737
MGYS00004322	DRP003634
MGYS00000743	SRP018990
MGYS00002188	ERP005509	ERP005509
MGYS00005461	ERP113991	ERP113991
MGYS00004463	SRP099901
MGYS00000337	ERP004168
MGYS00002257	SRP041078
MGYS00005850	SRP043213	SRP043213
MGYS00005739	DRP003795
MGYS00001582	ERP006599
MGYS00002321	ERP106190	ERP106190
MGYS00001821	DRP002343
MGYS00002788	SRP079340
MGYS00001214	ERP017057
MGYS00006261	ERP112293
MGYS00003346	ERP108481	ERP108481
MGYS00006286	ERP128188	ERP128188
MGYS00004964	ERP112651	ERP112651
MGYS00000340	ERP005114
MGYS00003481	ERP108957	ERP108957
MGYS00004691	SRP070513
MGYS00000570	ERP013041	ERP013041	ERP013041
MGYS00006020	SRP341631
MGYS00004337	SRP013964	SRP013964
MGYS00001483	ERP010030
MGYS00001887	ERP023970
MGYS00000792	SRP028737
MGYS00003892	ERP105118	ERP105118
MGYS00005748	DRP006863
MGYS00002725	SRP129893
MGYS00004881	ERP112255	ERP112255
MGYS00000854	SRP035492
MGYS00004870	ERP112187	ERP112187
MGYS00000293	ERP001021
MGYS00003439	SRP006872	SRP006872
MGYS00001698	ERP022330
MGYS00002332	ERP106590	ERP106590
MGYS00003318	ERP108260	ERP108260
MGYS00003364	ERP108848	ERP108848
MGYS00004252	SRP026655
MGYS00001005	SRP045166
MGYS00001786	ERP010597
MGYS00004699	SRP100543	SRP100543
MGYS00000619	ERP014389
MGYS00002265	SRP050196	SRP050196
MGYS00003622	ERP111144	ERP111144
MGYS00003628	ERP111164	ERP111164
MGYS00004236	SRP112682
MGYS00001670	ERP015835
MGYS00001395	ERP014856
MGYS00005087	ERP114057	ERP114057
MGYS00005393	ERP116113	ERP116113
MGYS00004152	SRP012944
MGYS00002998	ERP002019
MGYS00004195	SRP018086
MGYS00003304	ERP108226	ERP108226
MGYS00006503	SRP144030
MGYS00006484	SRP076183
MGYS00004708	ERP114688	ERP114688
MGYS00006519	SRP200043
MGYS00005081	ERP114605
MGYS00001121	SRP060430
MGYS00005711	ERP108136	ERP108136
MGYS00003963	ERP020589
MGYS00001252	SRP067761
MGYS00002375	SRP125840
MGYS00000812	SRP033092
MGYS00004702	SRP107906	SRP107906
MGYS00005217	ERP105036	ERP105036
MGYS00001952	ERP086915
MGYS00004415	SRP069116
MGYS00000861	ERP015203
MGYS00005377	ERP114158	ERP114158
MGYS00005130	ERP112853	ERP112853
MGYS00001487	ERP011826
MGYS00001586	ERP009030
MGYS00003363	ERP108846	ERP108846
MGYS00000922	SRP041362
MGYS00001304	ERP017901
MGYS00004883	ERP112418	ERP112418
MGYS00005524	ERP108642
MGYS00004746	ERP111599	ERP111599
MGYS00004590	SRP047230
MGYS00000421	ERP007151
MGYS00001013	SRP045746
MGYS00001569	ERP004419
MGYS00005231	ERP005633
MGYS00006366	ERP141374	ERP141374
MGYS00005616	ERP123564	ERP123564
MGYS00004455	SRP095177
MGYS00000706	SRP014310
MGYS00000319	ERP002222
MGYS00000451	ERP009070
MGYS00003719	SRP125475
MGYS00006485	SRP077299	SRP077299
MGYS00004872	ERP112189	ERP112189
MGYS00004732	ERP113037	ERP113037
MGYS00000311	ERP001940
MGYS00002952	SRP065252
MGYS00000611	ERP014159
MGYS00005825	ERP022514
MGYS00003076	SRP017932
MGYS00000938	SRP056796
MGYS00000748	SRP021124
MGYS00002226	SRP075956
MGYS00006436	SRP067346
MGYS00001051	SRP050103
MGYS00001037	SRP049323
MGYS00005593	ERP111337	ERP111337
MGYS00001371	ERP016841
MGYS00006463	SRP079927
MGYS00003629	ERP111165	ERP111165
MGYS00004932	ERP112619	ERP112619
MGYS00004164	SRP050015	SRP050015
MGYS00002773	SRP120361	SRP120361
MGYS00000764	SRP008595
MGYS00004754	ERP111624	ERP111624
MGYS00001933	ERP003607
MGYS00002002	ERP105140
MGYS00005725	ERP126998	ERP126998
MGYS00005129	ERP109659	ERP109659
MGYS00000506	ERP011513
MGYS00001741	ERP010385
MGYS00002511	DRP003594
MGYS00000819	SRP029316
MGYS00003074	SRP144285
MGYS00003727	ERP104335	ERP104335
MGYS00000628	ERP014448
MGYS00003137	ERP110753	ERP110753
MGYS00006213	ERP145319	ERP145319
MGYS00002949	DRP003064
MGYS00005603	ERP114353
MGYS00004745	ERP111598	ERP111598
MGYS00005811	ERP127780	ERP127780
MGYS00003937	ERP017459	ERP017459
MGYS00000634	SRP017219
MGYS00000985	ERP015640
MGYS00002221	SRP047310
MGYS00006482	SRP109319
MGYS00000910	SRP053009
MGYS00003090	SRP028960
MGYS00004767	ERP111649	ERP111649
MGYS00000623	SRP032364
MGYS00004950	ERP112637	ERP112637
MGYS00001308	ERP019639
MGYS00003986	SRP093830
MGYS00001410	SRP080356
MGYS00005551	ERP114638	ERP114638
MGYS00002411	ERP106357	ERP106357
MGYS00006274	ERP117281
MGYS00001986	ERP104067	ERP104067	ERP104067	ERP104067
MGYS00004078	ERP001437
MGYS00001062	SRP048903
MGYS00004331	ERP013906
MGYS00005314	SRP158570	SRP158570
MGYS00001585	ERP008977
MGYS00003509	ERP106804	ERP106804
MGYS00001815	SRP027584
MGYS00004539	SRP156482	SRP156482
MGYS00002604	DRP004112	DRP004112
MGYS00004162	SRP048682
MGYS00006294	SRP254143
MGYS00002040	ERP104203	ERP104203	ERP104203	ERP104203	ERP104203	ERP104203
MGYS00003769	ERP016926
MGYS00000995	SRP044243
MGYS00006311	ERP139607	ERP139607
MGYS00001277	SRP060024
MGYS00005606	ERP122818
MGYS00006189	ERP140047	ERP140047
MGYS00000807	SRP032653
MGYS00004943	ERP112630	ERP112630
MGYS00003257	ERP108171	ERP108171
MGYS00003932	ERP107985	ERP107985
MGYS00003368	ERP108882	ERP108882
MGYS00005279	ERP112197	ERP112197
MGYS00006141	ERP142758	ERP142758
MGYS00005401	ERP116578	ERP116578
MGYS00006143	ERP141536	ERP141536
MGYS00001300	SRP038999	SRP038999
MGYS00005545	SRP186847	SRP186847
MGYS00004244	SRP055481	SRP055481
MGYS00000909	SRP052948
MGYS00003990	SRP049305
MGYS00001756	ERP021417
MGYS00001425	ERP010004
MGYS00001570	ERP004413
MGYS00006423	SRP417148
MGYS00003921	ERP021545
MGYS00004517	SRP133272	SRP133272
MGYS00003220	ERP108097	ERP108097
MGYS00001636	ERP004317
MGYS00005106	ERP016361
MGYS00004663	SRP150895	SRP150895
MGYS00002786	SRP126160
MGYS00001108	ERP015984
MGYS00001563	ERP005549
MGYS00005040	ERP113377	ERP113377
MGYS00000366	ERP004762
MGYS00004217	SRP065482	SRP065482
MGYS00004380	SRP058364	SRP058364
MGYS00004632	SRP090045
MGYS00000470	ERP009615
MGYS00002818	SRP046214
MGYS00000860	SRP036172
MGYS00005183	SRP149900
MGYS00004873	ERP112190	ERP112190
MGYS00004571	SRP007971
MGYS00000797	SRP028927
MGYS00005660	SRP123709	SRP123709
MGYS00005286	ERP111837	ERP111837
MGYS00005409	ERP116310	ERP116310
MGYS00003530	ERP111295	ERP111295
MGYS00002406	ERP109119	ERP109119
MGYS00003073	SRP136185
MGYS00006393	SRP346149
MGYS00001789	ERP007024	ERP007024	ERP007024
MGYS00001667	ERP015819
MGYS00004143	SRP094687
MGYS00000757	SRP020937
MGYS00001177	ERP016382
MGYS00002157	ERP104836
MGYS00000994	SRP044218
MGYS00001217	ERP017066	ERP017066	ERP017066
MGYS00001679	ERP015317
MGYS00000585	ERP013496
MGYS00002904	ERP110009
MGYS00005259	SRP128128	SRP128128
MGYS00003525	ERP111211	ERP111211
MGYS00001152	SRP061555
MGYS00001803	ERP022894
MGYS00001980	ERP103961	ERP103961
MGYS00005174	SRP091385
MGYS00001212	SRP076281
MGYS00006126	SRP198412
MGYS00000937	SRP056350
MGYS00002502	ERP109701
MGYS00000815	SRP033359
MGYS00001400	SRP069252
MGYS00002356	DRP003793
MGYS00003627	ERP111154	ERP111154
MGYS00002849	SRP097397
MGYS00005423	ERP115473	ERP115473
MGYS00001315	ERP019890
MGYS00000638	SRP016523
MGYS00004041	SRP089732	SRP089732
MGYS00004495	SRP115587
MGYS00002377	ERP108656	ERP108656
MGYS00005328	ERP112256	ERP112256
MGYS00003357	ERP108757	ERP108757
MGYS00000827	SRP029612
MGYS00005646	ERP124538	ERP124538
MGYS00005815	ERP125543	ERP125543
MGYS00001652	ERP013805
MGYS00003432	SRP055705
MGYS00006566	SRP345292	SRP345292
MGYS00004314	SRP136150
MGYS00005167	SRP108387	SRP108387
MGYS00002224	SRP077982	SRP077982
MGYS00001544	ERP021525
MGYS00006194	ERP140072	ERP140072
MGYS00005213	SRP136303
MGYS00005433	ERP114868	ERP114868
MGYS00002095	ERP105963	ERP105963
MGYS00004306	SRP066036
MGYS00001941	SRP021115	SRP021115
MGYS00002017	ERP105105	ERP105105
MGYS00005301	SRP106046
MGYS00001034	SRP049205
MGYS00006432	SRP399338
MGYS00006522	SRP425510	SRP425510
MGYS00000699	SRP016037
MGYS00003579	ERP108129	ERP108129
MGYS00002264	SRP049210	SRP049210
MGYS00002781	SRP053162	SRP053162
MGYS00005362	ERP109156	ERP109156
MGYS00004644	SRP103888
MGYS00000934	SRP055695
MGYS00002270	SRP067717
MGYS00005415	ERP116092	ERP116092
MGYS00006006	ERP133688	ERP133688
MGYS00002779	SRP057630
MGYS00001772	SRP055545
MGYS00006466	SRP083112
MGYS00004999	ERP111004	ERP111004
MGYS00000560	ERP013031
MGYS00002180	ERP106323	ERP106323
MGYS00006026	ERP138399	ERP138399
MGYS00001663	ERP013553
MGYS00006072	ERP139784	ERP139784
MGYS00005983	ERP129878	ERP129878
MGYS00005819	ERP104205	ERP104205
MGYS00000274	SRP000664
MGYS00005092	ERP116240
MGYS00000877	SRP040258
MGYS00001169	SRP050871
MGYS00003501	ERP108791
MGYS00002842	SRP104248	SRP104248
MGYS00002182	ERP106411	ERP106411
MGYS00002498	SRP017571
MGYS00002341	ERP108057	ERP108057
MGYS00004218	SRP065606	SRP065606
MGYS00001100	SRP048746
MGYS00004365	SRP043068	SRP043068
MGYS00004713	ERP113394	ERP113394
MGYS00005543	SRP186686
MGYS00004464	SRP100360
MGYS00000612	ERP014228
MGYS00005413	ERP116105	ERP116105
MGYS00006117	ERP144954
MGYS00006435	SRP014429
MGYS00005013	ERP112600	ERP112600
MGYS00004955	ERP112642	ERP112642
MGYS00001407	SRP081912
MGYS00000416	ERP007190
MGYS00004126	DRP002239
MGYS00001746	ERP006789
MGYS00001724	ERP010802
MGYS00001521	ERP016340
MGYS00003729	ERP106319	ERP106319
MGYS00000351	ERP005185
MGYS00001764	SRP009669
MGYS00003517	ERP111159	ERP111159
MGYS00004982	ERP112672	ERP112672
MGYS00003382	ERP111152	ERP111152
MGYS00005176	SRP109293	SRP109293
MGYS00000664	SRP013755
MGYS00004325	ERP000261
MGYS00003584	ERP108115	ERP108115	ERP108115	ERP108115
MGYS00003630	ERP111168	ERP111168
MGYS00000806	SRP032649
MGYS00001183	ERP016498
MGYS00000519	ERP011461
MGYS00002544	SRP068349
MGYS00003345	ERP108404	ERP108404
MGYS00003180	SRP078558	SRP078558
MGYS00005190	SRP136041
MGYS00005562	SRP061728
MGYS00003461	ERP108119	ERP108119	ERP108119	ERP108119
MGYS00006150	ERP142764	ERP142764
MGYS00006456	SRP424905
MGYS00004355	SRP036830
MGYS00001447	ERP021219
MGYS00006237	ERP140100	ERP140100
MGYS00004933	ERP112620	ERP112620
MGYS00001292	ERP017997
MGYS00003391	ERP111170	ERP111170
MGYS00004707	ERP111990
MGYS00003356	ERP108756	ERP108756
MGYS00004462	SRP098979
MGYS00002150	SRP071254
MGYS00002451	ERP006878
MGYS00000346	ERP005298
MGYS00001489	ERP012890
MGYS00005255	SRP144982
MGYS00001540	ERP005507
MGYS00005055	ERP110973	ERP110973
MGYS00003559	ERP108228	ERP108228
MGYS00000747	SRP022174
MGYS00003856	ERP016416	ERP016416
MGYS00003748	ERP016495
MGYS00004404	SRP068409	SRP068409
MGYS00004187	SRP014548
MGYS00005721	ERP127475	ERP127475
MGYS00005180	ERP108433	ERP108433
MGYS00000944	SRP041697	SRP041697
MGYS00004246	DRP003372
MGYS00004233	SRP148586
MGYS00003604	ERP112082	ERP112082
MGYS00004045	SRP001231
MGYS00001895	ERP020937
MGYS00003810	ERP016412
MGYS00000322	ERP002469
MGYS00004212	SRP043453
MGYS00001336	ERP019980
MGYS00004939	ERP112626	ERP112626
MGYS00001012	SRP045621
MGYS00006534	DRP006774	DRP006774
MGYS00002452	ERP018194	ERP018194
MGYS00004454	SRP095169
MGYS00004107	ERP004410
MGYS00004858	ERP112175	ERP112175
MGYS00004395	SRP065464
MGYS00004361	SRP041916
MGYS00003731	ERP106352	ERP106352
MGYS00001195	ERP016686
MGYS00005102	ERP108413	ERP108413
MGYS00001807	SRP001130
MGYS00004133	SRP044101
MGYS00004384	SRP060561
MGYS00004155	SRP040430
MGYS00002486	SRP130113
MGYS00003268	ERP108185	ERP108185
MGYS00006025	SRP045926
MGYS00000928	SRP041636
MGYS00001623	ERP021734
MGYS00006403	SRP368119
MGYS00002762	SRP072042
MGYS00004167	SRP066309
MGYS00002071	SRP065069	SRP065069
MGYS00002020	ERP104071	ERP104071	ERP104071	ERP104071	ERP104071	ERP104071
MGYS00003806	ERP020587
MGYS00004441	SRP087742
MGYS00005677	ERP125288	ERP125288
MGYS00004593	SRP048732
MGYS00000763	SRP022584
MGYS00005046	ERP108535	ERP108535
MGYS00004773	ERP111854	ERP111854
MGYS00000906	SRP052767
MGYS00000465	ERP008951
MGYS00004102	SRP094938
MGYS00005829	SRP302895	SRP302895
MGYS00003358	ERP108758	ERP108758
MGYS00001612	ERP012102
MGYS00002302	ERP107630	ERP107630
MGYS00002278	ERP107124	ERP107124
MGYS00005439	ERP114251	ERP114251
MGYS00005160	DRP003173
MGYS00002954	SRP075291
MGYS00000733	SRP018424
MGYS00003271	ERP108188	ERP108188
MGYS00001543	ERP021528
MGYS00000728	SRP017713
MGYS00003128	SRP133458
MGYS00002334	ERP106364	ERP106364
MGYS00003681	ERP016414	ERP016414
MGYS00002395	SRP123221	SRP123221
MGYS00001668	ERP015863
MGYS00002238	SRP097646
MGYS00002036	ERP104198	ERP104198	ERP104198	ERP104198
MGYS00003908	SRP158693	SRP158693
MGYS00005871	SRP342032
MGYS00004177	DRP003386
MGYS00006291	SRP033710
MGYS00006411	SRP322226
MGYS00002283	ERP107355	ERP107355
MGYS00006256	ERP002060
MGYS00001415	ERP008574
MGYS00006409	SRP066375
MGYS00004954	ERP112641	ERP112641
MGYS00000317	ERP002497
MGYS00004203	SRP036187
MGYS00002052	ERP104223	ERP104223	ERP104223	ERP104223
MGYS00004120	SRP072127
MGYS00004056	SRP001230
MGYS00005118	SRP098151
MGYS00003576	ERP108137	ERP108137
MGYS00002608	ERP110004	ERP110004
MGYS00006017	SRP330744
MGYS00001790	ERP002371
MGYS00000839	SRP031619
MGYS00003259	ERP108173	ERP108173
MGYS00003577	ERP108135	ERP108135
MGYS00006535	SRP334905
MGYS00001211	SRP076746	SRP076746
MGYS00006041	ERP125469	ERP125469
MGYS00005968	ERP133894	ERP133894
MGYS00004616	SRP068717
MGYS00006502	SRP136124
MGYS00001866	ERP023840
MGYS00005334	ERP108931	ERP108931
MGYS00006012	DRP008009	DRP008009
MGYS00004096	SRP137819
MGYS00005113	ERP117125
MGYS00002333	ERP105916	ERP105916
MGYS00004695	SRP080232
MGYS00006399	SRP359154
MGYS00004788	ERP111934	ERP111934
MGYS00002550	SRP076111	SRP076111
MGYS00001296	ERP016520
MGYS00001605	ERP010767
MGYS00005947	ERP132873	ERP132873
MGYS00003860	ERP016543
MGYS00001677	SRP005270
MGYS00006464	SRP080867
MGYS00003208	ERP108084	ERP108084
MGYS00002492	SRP042352
MGYS00001056	SRP056641
MGYS00000654	DRP002630
MGYS00006014	SRP329604
MGYS00004193	SRP018084
MGYS00004766	ERP111648	ERP111648
MGYS00005202	ERP111526	ERP111526	ERP111526	ERP111526
MGYS00005177	SRP132042	SRP132042
MGYS00006144	ERP141414	ERP141414
MGYS00000661	SRP013818
MGYS00003013	SRP131271
MGYS00002955	SRP104829
MGYS00000651	DRP002613
MGYS00003248	ERP108159	ERP108159
MGYS00001899	ERP024019
MGYS00002893	SRP110130	SRP110130
MGYS00004064	SRP056974
MGYS00000418	ERP008629
MGYS00000863	ERP015188
